UserID,No. Of Movies Rated,Average Rating
87,59,2.8135593220338984
88,68,4.147058823529412
89,21,3.238095238095238
90,225,3.511111111111111
91,44,4.704545454545454
92,430,2.7581395348837208
93,220,2.9727272727272727
94,21,3.857142857142857
95,99,3.595959595959596
96,81,3.6049382716049383
97,154,4.474025974025974
98,20,3.8
99,107,3.2149532710280373
100,76,3.026315789473684
101,106,4.679245283018868
102,132,3.128787878787879
103,115,4.052173913043478
104,46,3.347826086956522
105,61,4.295081967213115
106,47,4.0212765957446805
107,121,3.743801652892562
108,37,3.135135135135135
109,81,4.0
110,80,3.25
111,92,3.7282608695652173
112,60,4.183333333333334
113,68,3.5
114,98,3.693877551020408
115,38,3.8421052631578947
116,86,3.802325581395349
117,505,3.299009900990099
118,224,3.767857142857143
119,105,3.5428571428571427
120,63,3.619047619047619
121,72,4.416666666666667
122,57,2.9649122807017543
123,608,3.401315789473684
124,23,4.173913043478261
125,71,4.098591549295775
126,51,4.0
127,174,3.8448275862068964
128,22,4.363636363636363
129,158,4.025316455696203
130,135,4.311111111111111
131,295,3.3966101694915256
132,89,3.966292134831461
133,170,3.7705882352941176
134,183,2.7158469945355193
135,70,3.657142857142857
136,378,3.074074074074074
137,201,3.611940298507463
138,65,4.492307692307692
139,245,3.8816326530612244
140,55,3.8181818181818183
141,23,3.6956521739130435
142,47,3.3404255319148937
143,68,3.5441176470588234
144,32,3.46875
145,39,3.0
146,426,3.7699530516431925
147,187,3.5026737967914436
148,624,3.733974358974359
149,592,3.9408783783783785
150,232,4.021551724137931
151,471,3.653927813163482
152,24,4.125
153,26,4.076923076923077
154,44,3.090909090909091
155,96,2.96875
156,148,4.236486486486487
157,427,3.718969555035129
158,22,4.0
159,36,3.7777777777777777
160,20,3.5
161,297,4.4713804713804715
162,107,4.121495327102804
163,514,2.1828793774319064
164,26,4.384615384615385
165,110,3.981818181818182
166,410,3.6878048780487807
167,58,2.9310344827586206
168,26,3.8461538461538463
169,552,3.5670289855072466
170,87,3.9885057471264367
171,24,4.0
172,23,3.608695652173913
173,561,3.9679144385026737
174,97,3.649484536082474
175,317,3.9810725552050474
176,78,3.6153846153846154
177,44,4.113636363636363
178,115,3.8434782608695652
179,110,2.6545454545454548
180,59,3.694915254237288
181,301,3.604651162790698
182,83,3.8313253012048194
183,101,4.099009900990099
184,84,4.083333333333333
185,51,3.588235294117647
186,122,4.254098360655738
187,417,4.083932853717027
188,71,3.1690140845070425
189,31,4.0
190,153,3.6993464052287583
191,30,3.3333333333333335
192,525,3.0914285714285716
193,242,3.677685950413223
194,59,3.983050847457627
195,822,3.889294403892944
196,32,4.0625
197,22,3.909090909090909
198,379,3.7493403693931397
199,402,3.2761194029850746
200,26,3.423076923076923
201,87,3.954022988505747
202,670,3.2492537313432837
203,127,2.2913385826771653
204,446,3.5560538116591927
205,153,4.0588235294117645
206,30,3.066666666666667
207,23,3.5217391304347827
208,184,3.652173913043478
209,25,3.16
210,110,4.027272727272727
211,35,3.857142857142857
212,110,3.8545454545454545
213,22,4.2272727272727275
214,166,3.1626506024096384
215,34,4.5588235294117645
216,794,3.2317380352644838
217,20,3.7
218,86,3.0930232558139537
219,36,3.3333333333333335
220,102,4.215686274509804
221,29,3.2413793103448274
222,80,4.0875
223,256,3.44140625
224,204,3.4019607843137254
225,508,3.4330708661417324
226,21,3.5714285714285716
227,28,3.2857142857142856
228,31,4.0
229,212,3.4292452830188678
230,179,4.094972067039106
231,97,4.22680412371134
232,90,3.566666666666667
233,53,4.584905660377358
234,29,4.310344827586207
235,440,4.086363636363636
236,62,3.693548387096774
237,166,3.4036144578313254
238,258,3.7868217054263567
239,71,4.140845070422535
240,143,3.300699300699301
241,57,3.9649122807017543
242,273,3.2051282051282053
243,33,3.606060606060606
244,85,4.105882352941176
245,764,2.6714659685863875
246,29,4.0
247,31,3.935483870967742
248,34,4.205882352941177
249,110,3.9454545454545453
250,20,3.75
251,73,3.5753424657534247
252,60,4.016666666666667
253,53,3.9245283018867925
254,23,3.782608695652174
255,244,4.016393442622951
256,95,3.8526315789473684
257,53,4.452830188679245
258,145,3.717241379310345
259,139,4.0359712230215825
260,154,3.311688311688312
261,354,3.5762711864406778
262,106,3.330188679245283
263,92,3.6630434782608696
264,480,2.785416666666667
265,98,4.1938775510204085
266,50,4.52
267,131,3.3893129770992365
268,261,3.3946360153256707
269,30,3.8
270,126,4.198412698412699
271,312,3.9583333333333335
272,482,3.6535269709543567
273,187,3.727272727272727
274,148,4.243243243243243
275,89,4.247191011235955
276,23,3.5217391304347827
277,22,3.727272727272727
278,198,3.9646464646464645
279,47,2.872340425531915
280,50,3.94
281,111,3.891891891891892
282,29,3.5172413793103448
283,27,4.962962962962963
284,471,3.021231422505308
285,139,4.16546762589928
286,43,3.883720930232558
287,103,3.70873786407767
288,56,4.589285714285714
289,74,3.9054054054054053
290,33,3.303030303030303
291,102,4.137254901960785
292,41,3.7560975609756095
293,317,3.2460567823343847
294,49,3.489795918367347
295,191,3.764397905759162
296,97,3.597938144329897
297,89,4.0
298,27,3.925925925925926
299,104,4.163461538461538
300,249,4.180722891566265
301,357,3.8011204481792715
302,788,2.8692893401015227
303,209,3.861244019138756
304,27,3.5555555555555554
305,157,2.5605095541401273
306,193,3.937823834196891
307,182,4.593406593406593
308,557,3.385996409335727
309,123,4.040650406504065
310,223,3.4260089686098656
311,20,4.15
312,57,3.736842105263158
313,26,4.038461538461538
314,293,3.696245733788396
315,22,3.8636363636363638
316,77,4.116883116883117
317,21,3.8095238095238093
318,21,3.9523809523809526
319,721,3.263522884882108
320,21,4.238095238095238
321,222,3.2612612612612613
322,40,4.45
323,118,3.788135593220339
324,76,3.3289473684210527
325,43,4.046511627906977
326,379,3.3350923482849604
327,236,3.669491525423729
328,62,3.032258064516129
329,764,2.7264397905759163
330,76,4.0131578947368425
331,584,3.7654109589041096
332,67,4.2835820895522385
333,227,3.352422907488987
334,61,3.9508196721311477
335,148,2.5
336,107,4.308411214953271
337,198,3.525252525252525
338,362,3.665745856353591
339,124,4.024193548387097
340,108,3.5277777777777777
341,20,4.2
342,123,3.6910569105691056
343,297,4.047138047138047
344,90,2.9555555555555557
345,25,4.4
346,283,4.307420494699647
347,99,3.878787878787879
348,100,3.78
349,268,3.25
350,64,3.9375
351,103,3.7572815533980584
352,870,3.4793103448275864
353,24,3.9166666666666665
354,58,3.586206896551724
355,419,3.4463007159904535
356,21,4.380952380952381
357,58,3.293103448275862
358,72,3.8472222222222223
359,49,3.857142857142857
360,67,3.6417910447761193
361,26,3.5384615384615383
362,55,3.290909090909091
363,43,3.744186046511628
364,28,3.142857142857143
365,47,3.3404255319148937
366,259,4.06949806949807
367,28,4.25
368,320,3.78125
369,87,3.1954022988505746
370,60,3.75
371,78,3.5
372,168,4.553571428571429
373,27,3.5555555555555554
374,52,4.403846153846154
375,51,4.078431372549019
376,117,4.111111111111111
377,136,3.9044117647058822
378,39,3.5128205128205128
379,64,4.234375
380,138,3.7246376811594204
381,35,4.114285714285714
382,56,4.017857142857143
383,21,3.5714285714285716
384,22,3.590909090909091
385,137,3.9562043795620436
386,260,3.3230769230769233
387,68,3.676470588235294
388,59,3.8813559322033897
389,73,3.5616438356164384
390,214,3.6728971962616823
391,81,3.728395061728395
392,487,3.4743326488706368
393,74,3.581081081081081
394,38,3.3421052631578947
395,23,3.608695652173913
396,173,3.560693641618497
397,34,3.8823529411764706
398,225,3.8133333333333335
399,32,4.15625
400,40,3.875
401,78,3.871794871794872
402,284,3.591549295774648
403,280,3.8035714285714284
404,50,4.14
405,49,3.795918367346939
406,147,3.306122448979592
407,32,3.4375
408,156,4.352564102564102
409,297,3.9158249158249157
410,96,3.96875
411,635,3.280314960629921
412,476,4.401260504201681
413,99,4.404040404040404
414,57,3.0701754385964914
415,271,3.874538745387454
416,62,3.7580645161290325
417,22,4.045454545454546
418,51,3.549019607843137
419,108,3.962962962962963
420,64,4.359375
421,20,4.25
422,47,3.297872340425532
423,64,2.5
424,1226,3.735725938009788
425,189,3.6613756613756614
426,239,3.7573221757322175
427,27,4.111111111111111
428,50,3.9
429,346,3.346820809248555
430,63,3.9682539682539684
431,84,3.630952380952381
432,73,2.9863013698630136
433,46,3.391304347826087
434,43,4.023255813953488
435,132,3.8333333333333335
436,133,3.8345864661654137
437,52,4.3076923076923075
438,602,3.528239202657807
439,92,3.902173913043478
440,29,3.586206896551724
441,47,3.9574468085106385
442,423,3.8486997635933804
443,34,3.823529411764706
444,120,4.0
445,286,3.3181818181818183
446,51,4.8431372549019605
447,37,4.837837837837838
448,23,3.4347826086956523
449,54,3.7222222222222223
450,51,4.196078431372549
451,209,4.511961722488039
452,132,4.431818181818182
453,394,3.66497461928934
454,266,3.218045112781955
455,25,4.2
456,157,3.394904458598726
457,237,3.7130801687763713
458,43,3.5348837209302326
459,32,3.6875
460,47,3.3617021276595747
461,512,3.224609375
462,177,3.536723163841808
463,123,3.0
464,82,3.6097560975609757
465,37,3.5405405405405403
466,199,4.14070351758794
467,69,3.2028985507246377
468,26,3.730769230769231
469,49,4.326530612244898
470,68,3.8088235294117645
471,105,3.6285714285714286
472,45,4.022222222222222
473,49,4.163265306122449
474,318,3.380503144654088
475,247,3.8299595141700404
476,431,3.8375870069605567
477,211,3.5829383886255926
478,46,3.869565217391304
479,93,3.827956989247312
480,107,3.411214953271028
481,198,3.696969696969697
482,825,3.2606060606060607
483,29,2.9310344827586206
484,34,3.735294117647059
485,45,4.044444444444444
486,39,4.051282051282051
487,50,3.34
488,25,3.56
489,24,3.3333333333333335
490,77,3.7662337662337664
491,25,3.68
492,32,3.9375
493,158,3.848101265822785
494,191,4.157068062827225
495,44,3.7954545454545454
496,119,4.294117647058823
497,24,3.5833333333333335
498,172,3.6511627906976742
499,199,3.9748743718592965
500,101,3.633663366336634
501,67,3.417910447761194
502,24,4.083333333333333
503,29,4.448275862068965
504,108,3.8055555555555554
505,115,4.217391304347826
506,90,3.422222222222222
507,42,3.9523809523809526
508,149,3.3221476510067114
509,723,3.3139695712309822
510,99,3.8282828282828283
511,27,3.740740740740741
512,37,3.8378378378378377
513,156,3.1474358974358974
514,79,4.2025316455696204
515,162,3.728395061728395
516,294,2.931972789115646
517,166,3.963855421686747
518,253,4.3478260869565215
519,45,3.3777777777777778
520,314,3.9363057324840764
521,41,4.2926829268292686
522,58,3.8448275862068964
523,100,4.06
524,1016,3.608267716535433
525,40,4.025
526,58,3.896551724137931
527,25,4.08
528,580,3.3551724137931034
529,122,4.19672131147541
530,105,4.0
531,867,3.1591695501730106
532,43,3.86046511627907
533,591,3.3401015228426396
534,103,3.7475728155339807
535,21,3.5714285714285716
536,210,3.942857142857143
537,98,4.3061224489795915
538,48,4.458333333333333
539,132,3.9242424242424243
540,39,3.230769230769231
541,190,3.1894736842105265
542,34,3.764705882352941
543,671,4.078986587183309
544,81,3.7777777777777777
545,29,3.4827586206896552
546,220,3.231818181818182
547,78,3.858974358974359
548,118,3.093220338983051
549,1152,3.7569444444444446
550,967,3.578076525336091
551,228,3.8201754385964914
552,97,3.7628865979381443
553,64,4.15625
554,43,3.511627906976744
555,38,3.8157894736842106
556,232,3.5
557,58,3.8793103448275863
558,291,3.6804123711340204
559,21,3.0
560,137,3.897810218978102
561,36,3.7222222222222223
562,37,3.7027027027027026
563,346,2.7023121387283235
564,50,4.0
565,25,3.44
566,534,2.6273408239700373
567,72,4.583333333333333
568,25,4.44
569,125,3.52
570,237,3.329113924050633
571,146,3.7054794520547945
572,20,3.05
573,36,3.9722222222222223
574,21,4.095238095238095
575,163,3.6564417177914113
576,57,3.6666666666666665
577,158,4.487341772151899
578,28,3.9642857142857144
579,69,3.8550724637681157
580,46,3.347826086956522
581,48,3.6666666666666665
582,78,4.282051282051282
583,174,4.040229885057471
584,38,4.2894736842105265
585,148,3.4662162162162162
586,35,4.485714285714286
587,385,3.0077922077922077
588,453,4.057395143487859
589,27,4.0
590,166,4.13855421686747
591,242,3.231404958677686
592,23,4.391304347826087
593,106,3.641509433962264
594,159,4.29559748427673
595,100,3.95
596,42,2.9523809523809526
597,57,4.473684210526316
598,38,3.3157894736842106
599,27,3.8518518518518516
600,23,3.652173913043478
601,373,3.1501340482573728
602,154,3.396103896103896
603,63,3.5238095238095237
604,287,3.0940766550522647
605,122,4.049180327868853
606,33,4.03030303030303
607,25,4.16
608,170,3.1882352941176473
609,52,4.346153846153846
610,126,3.484126984126984
611,132,3.9393939393939394
612,50,3.5
613,106,3.5849056603773586
614,54,3.8333333333333335
615,94,4.127659574468085
616,44,3.9545454545454546
617,23,4.086956521739131
618,45,3.0
619,22,3.909090909090909
620,179,3.3240223463687153
621,240,3.0416666666666665
622,57,3.912280701754386
623,172,4.226744186046512
624,372,3.6801075268817205
625,45,4.0
626,72,4.055555555555555
627,32,3.5625
628,52,3.9038461538461537
629,237,3.371308016877637
630,118,4.254237288135593
631,312,3.7948717948717947
632,34,3.7941176470588234
633,43,3.5813953488372094
634,67,4.014925373134329
635,177,4.3107344632768365
636,86,4.058139534883721
637,377,3.7559681697612732
638,114,4.175438596491228
639,400,3.705
640,21,4.333333333333333
641,121,4.008264462809917
642,27,4.111111111111111
643,70,2.7142857142857144
644,108,3.1203703703703702
645,44,4.4772727272727275
646,254,3.8031496062992125
647,231,3.103896103896104
648,177,3.7231638418079096
649,71,3.6619718309859155
650,38,3.8947368421052633
651,478,3.6129707112970713
652,132,2.8863636363636362
653,21,4.142857142857143
654,185,3.4324324324324325
655,412,2.733009708737864
656,177,3.8700564971751414
657,59,4.016949152542373
658,93,3.096774193548387
659,110,3.7
660,703,3.0170697012802274
661,71,4.647887323943662
662,127,3.141732283464567
663,112,3.580357142857143
664,158,4.025316455696203
665,20,3.5
666,103,3.8932038834951457
667,171,3.0935672514619883
668,36,3.5833333333333335
669,419,3.847255369928401
670,90,3.2444444444444445
671,135,4.2592592592592595
672,47,3.872340425531915
673,403,3.13151364764268
674,79,4.2784810126582276
675,42,3.3095238095238093
676,390,3.128205128205128
677,205,3.892682926829268
678,999,3.6776776776776776
679,82,3.926829268292683
680,35,3.5714285714285716
681,38,4.2368421052631575
682,75,4.733333333333333
683,29,3.586206896551724
684,38,3.8947368421052633
685,140,3.2357142857142858
686,27,3.7777777777777777
687,316,3.4873417721518987
688,36,3.75
689,135,3.3925925925925924
690,180,4.311111111111111
691,103,4.174757281553398
692,631,3.8240887480190175
693,70,3.8857142857142857
694,40,3.625
695,191,3.513089005235602
696,401,3.802992518703242
697,125,3.8
698,270,3.551851851851852
699,674,3.0534124629080117
700,32,3.875
701,82,3.5
702,479,3.3027139874739038
703,20,4.1
704,74,3.081081081081081
705,132,3.371212121212121
706,151,3.556291390728477
707,52,3.6153846153846154
708,20,3.85
709,82,2.8292682926829267
710,885,3.4271186440677965
711,143,4.0
712,282,3.475177304964539
713,242,3.446280991735537
714,422,4.1635071090047395
715,98,3.8877551020408165
716,392,4.198979591836735
717,39,3.1538461538461537
718,169,3.775147928994083
719,28,3.5
720,233,2.9098712446351933
721,666,3.551051051051051
722,55,3.909090909090909
723,24,3.8333333333333335
724,157,3.643312101910828
725,81,4.197530864197531
726,73,3.9315068493150687
727,249,3.6987951807228914
728,167,3.311377245508982
729,146,3.5273972602739727
730,53,3.7735849056603774
731,642,3.778816199376947
732,175,3.4285714285714284
733,117,4.05982905982906
734,44,3.727272727272727
735,393,3.590330788804071
736,114,3.9298245614035086
737,217,3.5668202764976957
738,33,3.303030303030303
739,127,4.354330708661418
740,37,4.243243243243243
741,77,3.324675324675325
742,42,3.9523809523809526
743,149,3.38255033557047
744,297,3.3703703703703702
745,25,2.64
746,424,2.634433962264151
747,32,3.59375
748,81,3.9753086419753085
749,459,3.3246187363834423
750,56,4.321428571428571
751,25,3.88
752,1024,2.8291015625
753,218,3.7752293577981653
754,157,3.7770700636942673
755,126,4.111111111111111
756,35,3.9714285714285715
757,465,3.225806451612903
758,29,4.0
759,97,3.5876288659793816
760,64,4.265625
761,20,4.55
762,46,3.717391304347826
763,26,3.730769230769231
764,139,4.525179856115108
765,402,3.574626865671642
766,47,3.9361702127659575
767,170,4.023529411764706
768,48,4.4375
769,67,3.8208955223880596
770,759,2.935441370223979
771,26,3.769230769230769
772,98,3.479591836734694
773,49,3.5918367346938775
774,224,3.2142857142857144
775,23,4.0
776,103,3.766990291262136
777,502,2.5796812749003983
778,163,3.785276073619632
779,48,3.3333333333333335
780,512,3.45703125
781,234,3.1709401709401708
782,23,3.4347826086956523
783,119,3.5210084033613445
784,30,4.066666666666666
785,106,3.2358490566037736
786,63,4.063492063492063
787,117,3.58974358974359
788,196,3.5255102040816326
789,115,2.9043478260869566
790,23,4.3478260869565215
791,328,3.966463414634146
792,87,3.4597701149425286
793,150,3.486666666666667
794,43,3.953488372093023
795,149,3.442953020134228
796,460,2.9717391304347824
797,83,4.036144578313253
798,327,3.149847094801223
799,40,3.6
800,266,3.4849624060150375
801,285,3.6596491228070174
802,506,3.938735177865613
803,52,3.7115384615384617
804,44,3.272727272727273
805,73,3.835616438356164
806,66,4.166666666666667
807,33,3.9696969696969697
808,275,3.1236363636363635
809,94,4.031914893617022
810,126,3.8174603174603177
811,65,4.184615384615385
812,92,3.739130434782609
813,67,3.343283582089552
814,36,4.055555555555555
815,29,4.068965517241379
816,195,3.6974358974358976
817,398,4.010050251256281
818,171,3.7251461988304095
819,62,3.3225806451612905
820,104,3.4134615384615383
821,21,2.9523809523809526
822,292,3.7226027397260273
823,121,3.8677685950413223
824,308,3.646103896103896
825,42,3.619047619047619
826,35,3.2857142857142856
827,22,3.9545454545454546
828,115,3.4434782608695653
829,138,4.231884057971015
830,174,3.6149425287356323
831,57,4.105263157894737
832,172,3.558139534883721
833,21,4.0476190476190474
834,50,4.16
835,28,2.75
836,70,2.4
837,69,3.260869565217391
838,176,4.090909090909091
839,774,3.988372093023256
840,251,4.219123505976095
841,26,3.576923076923077
842,37,3.8378378378378377
843,126,3.9444444444444446
844,84,3.4523809523809526
845,52,3.980769230769231
846,253,3.91699604743083
847,62,3.6129032258064515
848,56,4.178571428571429
849,117,3.264957264957265
850,554,3.5613718411552346
851,76,3.5921052631578947
852,34,4.117647058823529
853,110,3.890909090909091
854,506,3.027667984189723
855,630,3.4126984126984126
856,53,3.490566037735849
857,70,4.171428571428572
858,190,4.189473684210526
859,153,3.450980392156863
860,42,3.1666666666666665
861,80,3.9375
862,116,3.6724137931034484
863,62,4.225806451612903
864,138,4.050724637681159
865,42,3.8095238095238093
866,36,3.3333333333333335
867,44,3.659090909090909
868,75,3.6
869,842,3.5154394299287413
870,36,3.611111111111111
871,43,3.9069767441860463
872,107,3.635514018691589
873,172,3.8430232558139537
874,28,3.7857142857142856
875,84,4.083333333333333
876,111,3.828828828828829
877,633,3.308056872037915
878,49,4.142857142857143
879,40,4.025
880,115,3.4956521739130433
881,914,2.9354485776805253
882,79,4.0886075949367084
883,36,3.4166666666666665
884,99,4.01010101010101
885,64,4.140625
886,35,3.6285714285714286
887,96,3.5104166666666665
888,72,3.7777777777777777
889,1518,2.8405797101449277
890,228,3.969298245614035
891,223,3.7443946188340806
892,34,3.911764705882353
893,110,3.2
894,70,4.442857142857143
895,64,3.953125
896,64,3.984375
897,203,3.5566502463054186
898,24,4.083333333333333
899,323,3.523219814241486
900,26,3.576923076923077
901,33,3.606060606060606
902,25,4.28
903,74,3.4594594594594597
904,246,3.3008130081300813
905,123,3.7886178861788617
906,21,3.5238095238095237
907,21,3.9523809523809526
908,39,3.3076923076923075
909,71,3.9014084507042255
910,163,3.6012269938650308
911,525,3.8685714285714288
912,43,3.7209302325581395
913,45,3.2888888888888888
914,61,4.278688524590164
915,95,2.831578947368421
916,55,3.9454545454545453
917,29,4.068965517241379
918,144,2.9583333333333335
919,326,3.9355828220858897
920,78,3.4615384615384617
921,158,3.6962025316455698
922,343,3.5830903790087465
923,46,3.608695652173913
924,199,3.9899497487437188
925,68,3.1323529411764706
926,105,4.247619047619048
927,191,3.230366492146597
928,212,4.3254716981132075
929,355,3.6816901408450704
930,98,3.0510204081632653
931,157,4.031847133757962
932,20,4.45
933,62,3.7096774193548385
934,498,2.9859437751004014
935,388,3.4896907216494846
936,88,3.5113636363636362
937,348,3.7327586206896552
938,31,3.870967741935484
939,165,3.757575757575758
940,130,3.1923076923076925
941,28,2.2857142857142856
942,25,4.04
943,81,4.296296296296297
944,45,3.8444444444444446
945,163,3.6196319018404908
946,33,4.303030303030303
947,20,3.0
948,517,3.7408123791102517
949,369,3.9295392953929538
950,55,2.963636363636364
951,21,4.523809523809524
952,157,3.9936305732484074
953,189,4.6878306878306875
954,126,3.7777777777777777
955,338,3.5798816568047336
956,108,3.990740740740741
957,328,4.271341463414634
958,158,3.9050632911392404
959,96,3.7395833333333335
960,128,3.9375
961,50,3.74
962,51,4.03921568627451
963,424,3.4339622641509435
964,78,3.717948717948718
965,77,4.116883116883117
966,165,3.5636363636363635
967,91,3.5384615384615383
968,61,4.131147540983607
969,26,4.115384615384615
970,549,3.1493624772313296
971,223,3.3318385650224216
972,35,3.3714285714285714
973,217,3.3963133640552994
974,60,3.7333333333333334
975,404,3.25990099009901
976,55,3.3636363636363638
977,240,3.7625
978,44,3.8863636363636362
979,74,4.04054054054054
980,135,3.2222222222222223
981,227,3.3303964757709252
982,51,4.176470588235294
983,78,4.115384615384615
984,694,3.5417867435158503
985,146,4.212328767123288
986,22,3.772727272727273
987,176,4.017045454545454
988,73,3.8493150684931505
989,44,4.681818181818182
990,102,3.549019607843137
991,60,3.75
992,31,3.4193548387096775
993,58,3.3448275862068964
994,39,4.153846153846154
995,49,3.8979591836734695
996,296,3.935810810810811
997,30,3.933333333333333
998,135,4.118518518518519
999,412,3.186893203883495
1000,84,4.130952380952381
1001,377,3.6525198938992043
1002,66,4.136363636363637
1003,29,4.137931034482759
1004,481,3.1600831600831603
1005,92,4.141304347826087
1006,44,3.0681818181818183
1007,32,4.21875
1008,50,3.84
1009,52,3.826923076923077
1010,1004,2.4750996015936253
1011,37,3.7027027027027026
1012,55,3.3636363636363638
1013,46,3.847826086956522
1014,39,3.4871794871794872
1015,1286,3.7262830482115086
1016,151,3.7880794701986753
1017,521,3.251439539347409
1018,122,4.155737704918033
1019,928,3.0107758620689653
1020,88,3.9886363636363638
1021,131,4.694656488549619
1022,146,3.5616438356164384
1023,41,4.073170731707317
1024,43,3.697674418604651
1025,33,3.757575757575758
1026,44,4.0
1027,46,3.8260869565217392
1028,61,3.9672131147540983
1029,256,3.1953125
1030,171,3.5789473684210527
1031,155,4.070967741935484
1032,103,3.941747572815534
1033,194,3.288659793814433
1034,337,3.483679525222552
1035,91,3.8241758241758244
1036,50,4.32
1037,38,3.5789473684210527
1038,148,3.9324324324324325
1039,28,2.892857142857143
1040,259,4.235521235521236
1041,85,4.317647058823529
1042,45,2.7555555555555555
1043,36,3.9166666666666665
1044,144,3.763888888888889
1045,37,3.5405405405405403
1046,26,3.8846153846153846
1047,76,3.8815789473684212
1048,41,4.0
1049,36,3.5833333333333335
1050,564,2.900709219858156
1051,862,3.4663573085846866
1052,67,4.343283582089552
1053,335,3.343283582089552
1054,127,3.8897637795275593
1055,78,3.448717948717949
1056,76,3.473684210526316
1057,179,3.7262569832402233
1058,357,3.795518207282913
1059,513,2.888888888888889
1060,80,3.35
1061,51,3.980392156862745
1062,194,4.484536082474227
1063,100,4.18
1064,103,3.70873786407767
1065,88,3.715909090909091
1066,122,3.5327868852459017
1067,96,3.96875
1068,597,3.7336683417085426
1069,609,2.87192118226601
1070,21,3.619047619047619
1071,143,4.426573426573427
1072,105,4.0476190476190474
1073,116,4.146551724137931
1074,192,3.4479166666666665
1075,41,4.048780487804878
1076,41,3.2439024390243905
1077,309,4.019417475728155
1078,127,3.984251968503937
1079,121,3.5867768595041323
1080,54,3.740740740740741
1081,34,4.147058823529412
1082,57,4.333333333333333
1083,26,2.6923076923076925
1084,180,3.15
1085,35,3.7142857142857144
1086,312,3.8621794871794872
1087,392,3.7908163265306123
1088,1176,3.3375850340136055
1089,72,4.0
1090,73,3.3698630136986303
1091,33,2.696969696969697
1092,51,4.0588235294117645
1093,70,3.3857142857142857
1094,164,3.6219512195121952
1095,36,4.0
1096,268,2.58955223880597
1097,168,3.4702380952380953
1098,32,4.1875
1099,188,3.5106382978723403
1100,508,2.1988188976377954
1101,518,3.324324324324324
1102,27,2.259259259259259
1103,60,3.533333333333333
1104,54,3.8333333333333335
1105,161,3.9316770186335406
1106,64,3.78125
1107,78,3.7051282051282053
1108,44,4.113636363636363
1109,205,3.0878048780487806
1110,49,4.326530612244898
1111,33,4.03030303030303
1112,679,3.4418262150220915
1113,319,3.9749216300940438
1114,134,3.462686567164179
1115,109,3.1743119266055047
1116,142,3.8661971830985915
1117,754,3.777188328912467
1118,30,3.6666666666666665
1119,395,3.787341772151899
1120,735,3.764625850340136
1121,289,3.9550173010380623
1122,114,3.2280701754385963
1123,30,3.3666666666666667
1124,389,3.7712082262210798
1125,580,3.222413793103448
1126,21,3.761904761904762
1127,131,3.2213740458015265
1128,498,3.216867469879518
1129,103,4.145631067961165
1130,279,3.849462365591398
1131,103,4.796116504854369
1132,163,4.343558282208589
1133,168,3.386904761904762
1134,150,4.42
1135,172,3.813953488372093
1136,56,3.267857142857143
1137,564,3.74468085106383
1138,89,3.662921348314607
1139,182,3.9065934065934065
1140,374,3.7566844919786098
1141,466,3.3090128755364807
1142,263,3.3726235741444865
1143,53,4.30188679245283
1144,22,3.772727272727273
1145,57,3.3684210526315788
1146,378,2.798941798941799
1147,333,3.4654654654654653
1148,59,3.7966101694915255
1149,89,3.3146067415730336
1150,1302,2.5906298003072195
1151,308,3.772727272727273
1152,149,2.5704697986577183
